id,nearc2,nearc4,educ,age,fatheduc,motheduc,weight,momdad14,sinmom14,step14,reg661,reg662,reg663,reg664,reg665,reg666,reg667,reg668,reg669,south66,black,smsa,south,smsa66,wage,enroll,KWW,IQ,married,libcrd14,exper,lwage,expersq
1145,0,1,16,24,12,12,348558,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,577,0,29,113,6,1,2,6.35784196853638,4
1146,0,1,12,26,8,12,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,601,0,38,121,1,1,8,6.39859485626221,64
1147,0,1,12,31,6,12,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,577,0,36,102,1,1,13,6.35784196853638,169
1148,0,1,12,32,,6,346581,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,677,0,36,104,5,1,14,6.51767110824585,196
1150,0,1,18,27,9,10,405452,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,473,0,31,106,1,1,3,6.15909481048584,9
1152,0,1,14,24,8,12,720791,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,350,1,39,,1,1,4,5.85793304443359,16
1153,0,1,15,32,9,12,716702,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,620,1,45,108,1,1,11,6.42971897125244,121
1154,0,1,16,24,12,12,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,378,0,41,108,6,0,2,5.93489408493042,4
1155,0,1,16,25,16,13,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,243,0,51,121,6,1,3,5.49306201934814,9
1156,0,1,12,26,7,12,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,750,0,,87,4,0,8,6.62007284164429,64
1158,0,1,18,30,12,14,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,441,0,35,107,1,1,6,6.08904504776001,36
1159,0,1,14,29,12,14,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,688,0,43,112,6,1,9,6.53378915786743,81
1160,0,1,18,25,12,14,348558,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,501,0,29,116,1,1,1,6.21660614013672,1
1161,0,1,12,29,12,12,520447,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,400,0,36,115,6,1,11,5.99146509170532,121
1162,0,1,12,26,12,12,398393,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,981,0,39,107,1,1,8,6.88857316970825,64
1163,1,1,14,30,12,12,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,649,0,36,117,1,1,10,6.47543287277222,100
1168,1,1,12,32,,,358351,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,625,0,36,110,1,1,14,6.43775177001953,196
1169,1,1,16,28,12,11,99110,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,707,1,35,97,1,1,6,6.56103086471558,36
1172,1,1,12,29,11,12,538123,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1043,0,42,96,4,1,11,6.94985580444336,121
1173,1,1,12,27,8,8,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,761,0,45,,1,1,9,6.63463401794434,81
1177,1,1,13,25,14,12,360396,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,524,0,28,,1,1,6,6.2614917755127,36
1179,1,1,13,27,6,6,99110,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,575,0,34,91,1,1,8,6.3543701171875,64
1180,1,1,14,26,,6,99110,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,865,0,31,97,6,1,6,6.76273012161255,36
1183,1,1,12,28,12,8,99110,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,713,0,38,90,1,1,10,6.56948089599609,100
1184,1,1,16,27,7,8,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,673,0,,112,1,1,5,6.5117449760437,25
1185,1,1,12,25,7,8,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,662,0,27,97,1,1,7,6.49526500701904,49
1186,1,1,14,29,11,8,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,543,0,45,120,1,1,9,6.29710912704468,81
1187,1,1,13,25,12,12,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,525,1,40,109,6,1,6,6.26339817047119,36
1188,1,1,12,28,,8,370732,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,640,0,36,,1,1,10,6.46146821975708,100
1189,1,1,12,26,,8,370732,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,297,0,26,,6,1,8,5.69373178482056,64
1191,1,1,8,33,,,141996,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,947,0,37,,5,0,19,6.85329914093018,361
1192,1,1,12,34,8,9,141996,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,500,0,40,99,1,1,16,6.21460819244385,256
1202,1,1,13,25,5,7,96681,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,620,0,43,,4,1,6,6.42971897125244,36
1203,1,1,12,25,,10,96681,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,277,0,31,,1,,7,5.62401819229126,49
1205,0,1,10,26,5,8,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,240,0,29,99,1,1,10,5.48063898086548,100
1206,0,1,10,25,5,8,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,240,0,34,,6,1,9,5.48063898086548,81
1207,0,1,12,33,,,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,462,0,32,85,1,1,15,6.13556480407715,225
1209,0,1,12,27,,11,99110,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,404,0,32,97,6,1,9,6.00141477584839,81
1210,0,1,12,25,,11,96681,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,450,0,40,95,1,1,7,6.10924816131592,49
1213,0,1,12,24,3,2,395512,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,250,0,28,,6,1,6,5.52146100997925,36
1215,0,1,11,26,,9,450502,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,727,0,23,,4,1,9,6.58892583847046,81
1216,0,1,12,24,,9,439458,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,667,0,30,,1,1,6,6.50278997421265,36
1224,0,1,12,28,,6,117131,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,962,0,31,80,4,1,10,6.86901378631592,100
1228,0,1,14,27,,8,90623,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,750,0,44,126,6,1,7,6.62007284164429,49
1230,0,1,14,25,8,8,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,667,0,20,,6,1,5,6.50278997421265,25
1231,0,1,17,34,8,12,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,692,0,49,109,1,1,11,6.53958606719971,121
1233,0,1,12,25,6,12,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,465,0,21,,1,1,7,6.14203691482544,49
1235,0,1,12,30,,,150105,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,641,0,38,,5,1,12,6.46302890777588,144
1236,0,1,11,29,,11,150105,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,710,0,22,86,1,1,12,6.56526517868042,144
1238,0,1,13,25,,10,96681,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,425,0,22,,6,1,6,6.05208921432495,36
1243,0,1,12,27,12,12,370732,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,833,0,46,112,1,1,9,6.72503423690796,81
1244,0,1,12,26,12,12,370732,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,308,1,41,98,1,1,8,5.73010015487671,64
1245,0,1,16,29,12,12,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,625,0,48,119,4,1,7,6.43775177001953,49
1246,0,1,16,32,13,16,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1442,0,26,,1,1,10,7.27378702163696,100
1248,0,1,16,25,12,12,400440,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,673,0,38,102,1,1,3,6.5117449760437,9
1250,0,1,17,28,14,14,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1346,0,46,,1,1,5,7.20489311218262,25
1251,0,1,17,33,12,10,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,400,0,41,128,4,1,10,5.99146509170532,100
1252,0,1,9,34,12,,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,518,0,38,82,1,1,19,6.24997520446777,361
1253,0,1,14,26,16,16,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,456,0,30,,1,1,6,6.12249279022217,36
1255,0,1,17,33,12,12,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,409,0,42,113,1,1,10,6.01371479034424,100
1256,0,1,18,34,5,9,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,559,0,45,105,6,1,10,6.32614898681641,100
1258,0,1,12,24,10,9,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,230,0,32,,1,1,6,5.43807888031006,36
1260,1,1,17,27,18,18,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1026,1,46,124,6,1,4,6.93342304229736,16
1262,1,1,12,27,13,13,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1082,0,48,,1,1,9,6.98656702041626,81
1263,1,1,14,24,13,13,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1202,0,39,94,1,1,4,7.09174203872681,16
1264,1,1,17,25,,12,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,329,0,40,117,1,1,2,5.796058177948,4
1266,1,1,18,27,14,14,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,481,0,39,116,6,1,3,6.17586708068848,9
1267,1,1,18,24,14,,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,673,0,33,,6,,0,6.5117449760437,0
1268,1,1,17,31,12,12,538123,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1683,0,41,,6,1,8,7.42833280563354,64
1269,1,1,16,34,12,12,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1282,0,40,112,1,1,12,7.15617704391479,144
1272,1,1,12,24,12,14,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,577,0,23,,6,1,6,6.35784196853638,36
1273,1,1,18,27,9,9,411924,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,444,0,31,105,6,1,3,6.0958251953125,9
1275,1,1,16,28,,9,99110,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,481,0,34,87,6,1,6,6.17586708068848,36
1277,1,1,12,24,16,12,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,467,0,,108,6,1,6,6.14632892608643,36
1279,1,1,6,31,3,3,614067,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,668,0,40,,1,0,19,6.50428819656372,361
1283,1,1,15,27,12,12,411924,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,286,0,36,89,1,1,6,5.65599203109741,36
1284,1,1,18,33,12,12,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,577,0,,119,1,1,9,6.35784196853638,81
1285,1,1,14,29,12,12,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,721,0,34,97,1,1,9,6.58063888549805,81
1286,1,1,12,25,6,8,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,462,0,28,89,1,1,7,6.13556480407715,49
1287,1,1,15,25,12,10,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,750,0,28,,1,0,4,6.62007284164429,16
1288,1,1,12,24,6,12,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,200,0,39,131,6,1,6,5.29831695556641,36
1293,1,1,12,27,12,10,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,650,0,26,,1,1,9,6.47697305679321,81
1295,1,1,18,28,12,11,370732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,481,0,30,,6,1,4,6.17586708068848,16
1298,1,1,11,24,9,,360396,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,600,0,38,,1,0,7,6.39693021774292,49
1305,1,1,16,28,16,16,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,769,0,35,85,1,1,6,6.64509105682373,36
1306,1,1,17,27,16,16,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,775,1,26,132,1,1,4,6.65286302566528,16
1307,1,1,16,24,16,16,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,641,0,28,114,1,1,2,6.46302890777588,4
1310,1,1,14,33,14,10,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1055,0,35,98,1,1,13,6.96129608154297,169
1311,1,1,16,31,14,12,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,676,0,44,110,6,1,9,6.51619291305542,81
1312,1,1,12,28,,,370732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,691,0,41,124,6,1,10,6.53813982009888,100
1313,1,1,17,30,14,12,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,962,1,41,118,1,1,7,6.86901378631592,49
1314,1,1,13,28,14,12,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,400,0,32,90,5,1,9,5.99146509170532,81
1315,1,1,16,27,14,12,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,673,0,38,108,1,1,5,6.5117449760437,25
1323,1,1,18,34,10,11,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1442,0,42,112,1,1,10,7.27378702163696,100
1334,1,1,18,32,16,10,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,529,0,38,100,1,1,8,6.27098798751831,64
1336,1,1,14,27,9,11,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,700,0,21,84,1,1,7,6.55108022689819,49
1337,1,1,8,34,,4,141996,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,675,0,36,,1,0,20,6.51471281051636,400
1338,1,1,18,25,8,10,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,494,0,34,97,1,1,1,6.20253610610962,1
1340,1,1,12,24,12,8,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,500,0,26,113,1,1,6,6.21460819244385,36
1349,1,1,16,24,,,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,450,0,27,,6,0,2,6.10924816131592,4
1350,1,1,13,25,,8,96681,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,601,0,27,,6,1,6,6.39859485626221,36
1353,1,1,13,28,9,12,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,717,1,37,105,6,1,9,6.57507610321045,81
1354,1,1,12,29,9,10,150105,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,575,0,28,88,5,1,11,6.3543701171875,121
1355,1,1,12,25,9,10,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,350,0,33,74,1,1,7,5.85793304443359,49
1356,1,1,12,24,9,10,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,350,0,31,,6,0,6,5.85793304443359,36
1358,0,1,16,29,12,12,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,643,0,46,115,1,1,7,6.46614503860474,49
1359,0,1,15,24,10,12,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,675,0,30,,1,1,3,6.51471281051636,9
1360,0,1,15,28,12,12,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,679,0,34,91,1,1,7,6.52062082290649,49
1361,0,1,12,27,12,9,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,534,0,34,103,4,1,9,6.28039598464966,81
1362,0,1,16,31,12,10,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,524,0,46,102,1,1,9,6.2614917755127,81
1363,0,1,16,28,10,10,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,667,0,38,98,6,1,6,6.50278997421265,36
1364,0,1,14,26,12,,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,370,0,35,,1,1,6,5.91350317001343,36
1365,0,1,15,26,12,12,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,658,0,47,,6,1,5,6.48920488357544,25
1371,0,1,12,34,,,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,700,0,39,,,0,16,6.55108022689819,256
1374,0,1,18,27,9,12,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,311,0,33,82,6,1,3,5.7397928237915,9
1375,0,1,9,33,,9,358351,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,841,0,44,,1,1,18,6.73459100723267,324
1377,0,1,14,31,10,12,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,660,0,47,112,1,1,11,6.4922399520874,121
1379,0,1,16,31,8,9,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,692,0,41,108,1,1,9,6.53958606719971,81
1382,0,1,15,28,,7,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,577,0,37,90,1,1,7,6.35784196853638,49
1389,0,1,17,26,9,12,370732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,705,0,32,,6,1,3,6.55819797515869,9
1391,0,1,16,27,5,8,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,292,0,38,111,1,1,5,5.67675399780273,25
1392,0,1,13,26,8,11,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,750,0,24,96,1,1,7,6.62007284164429,49
1395,0,1,16,34,12,12,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1442,0,48,,1,0,12,7.27378702163696,144
1396,0,1,16,33,16,16,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1202,0,48,127,1,1,11,7.09174203872681,121
1397,0,1,15,33,,8,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1603,0,47,97,1,1,12,7.37963199615479,144
1399,0,1,14,32,,12,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,769,0,50,120,4,1,12,6.64509105682373,144
1407,0,1,16,31,14,16,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,513,0,41,101,6,1,9,6.24027585983276,81
1408,0,1,12,31,,8,484311,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,805,0,38,100,1,0,13,6.69084215164185,169
1409,0,1,17,34,8,8,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,962,1,44,99,1,1,11,6.86901378631592,121
1411,0,1,12,25,16,16,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,675,0,,104,1,1,7,6.51471281051636,49
1413,0,1,13,24,8,8,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,398,0,,116,1,1,5,5.98645210266113,25
1416,0,1,14,33,12,12,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,855,0,40,120,1,1,13,6.75110101699829,169
1421,0,1,11,25,,9,96681,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,693,0,27,95,1,0,8,6.54102993011475,64
1422,0,1,11,24,8,9,114259,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,641,0,27,,5,0,7,6.46302890777588,49
1423,0,1,13,27,10,8,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,345,0,34,99,1,0,8,5.84354400634766,64
1424,0,1,12,27,,,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,561,0,24,68,5,1,9,6.32972097396851,81
1425,0,1,12,24,9,11,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,684,0,21,,1,1,6,6.52795791625977,36
1428,0,1,16,29,16,16,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,469,0,49,122,1,1,7,6.1506028175354,49
1430,0,1,16,26,12,12,370732,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,300,0,37,106,6,1,4,5.70378303527832,16
1431,0,1,18,25,12,9,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,673,0,37,101,1,1,1,6.5117449760437,1
1432,0,1,16,24,12,9,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,385,0,29,,6,1,2,5.95324277877808,4
1436,0,1,16,33,8,6,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,808,0,45,104,1,1,11,6.69456195831299,121
1438,0,1,17,24,12,12,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,548,1,40,,6,1,1,6.30627489089966,1
1439,0,1,16,26,12,12,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,500,0,38,,6,1,4,6.21460819244385,16
1440,0,1,13,29,11,12,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,727,1,38,99,1,1,10,6.58892583847046,100
1441,0,1,16,28,11,12,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,524,0,29,,1,1,6,6.2614917755127,36
1445,0,1,15,24,2,8,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,450,0,36,,6,1,3,6.10924816131592,9
1448,0,1,12,28,6,8,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,755,0,34,,1,0,10,6.62671804428101,100
1449,0,1,12,24,11,,96681,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,640,0,37,,1,0,6,6.46146821975708,36
1454,0,1,12,24,10,12,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,313,0,30,,1,1,6,5.74620294570923,36
1458,0,1,12,29,12,12,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1425,0,37,101,1,0,11,7.26192712783813,121
1459,0,1,12,28,11,5,411924,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,761,0,23,110,6,1,10,6.63463401794434,100
1460,0,1,12,26,11,5,411924,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,600,0,35,94,1,1,8,6.39693021774292,64
1461,0,1,16,32,12,15,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1111,0,42,111,1,1,10,7.01301622390747,100
1462,0,1,16,33,13,17,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,763,0,50,120,1,1,11,6.63725805282593,121
1463,0,1,12,32,8,8,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,650,0,45,108,1,1,14,6.47697305679321,196
1464,0,1,14,27,16,16,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1155,0,39,111,1,1,7,7.05185604095459,49
1465,0,1,12,24,9,12,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,600,0,25,,1,1,6,6.39693021774292,36
1467,0,1,12,29,11,11,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,555,0,31,103,1,0,11,6.31896781921387,121
1468,0,1,11,28,11,11,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,543,1,25,,1,0,11,6.29710912704468,121
1469,0,1,11,25,11,11,348558,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,550,1,31,,1,0,8,6.30991792678833,64
1470,0,1,11,31,,,520447,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,800,0,39,97,1,0,14,6.68461179733276,196
1472,0,1,11,26,10,11,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1000,0,26,97,1,0,9,6.90775489807129,81
1474,0,1,12,31,13,11,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,864,0,36,106,1,0,13,6.76157283782959,169
1475,0,1,13,32,,6,346581,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,613,0,43,109,1,1,13,6.41836500167847,169
1476,0,1,16,24,12,12,348558,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,519,0,27,,1,1,2,6.25190401077271,4
1480,0,1,13,30,,,150105,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,707,0,45,96,1,1,11,6.56103086471558,121
1485,0,1,13,26,10,10,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,818,1,26,79,1,1,7,6.70686197280884,49
1486,0,1,10,25,10,12,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,300,0,31,62,6,1,9,5.70378303527832,81
1490,1,1,16,30,9,9,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,702,1,47,110,1,1,8,6.55393409729004,64
1491,1,1,16,34,,12,358351,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1322,0,47,117,1,1,12,7.1869010925293,144
1492,1,1,12,27,,12,99110,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,380,1,25,72,1,0,9,5.9401707649231,81
1495,1,1,11,26,,,99110,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,400,0,30,83,6,1,9,5.99146509170532,81
1496,1,1,11,25,,,96681,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,498,0,22,99,1,1,8,6.21059989929199,64
1497,1,1,10,33,,11,167813,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,663,0,18,72,1,1,17,6.49677515029907,289
1498,1,1,10,33,8,11,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,600,0,29,88,5,0,17,6.39693021774292,289
1499,1,1,18,32,16,12,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1034,0,48,123,1,1,8,6.94118976593018,64
1502,1,1,14,25,12,12,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1079,0,23,91,6,1,5,6.98378992080688,25
1503,1,1,18,24,12,12,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,400,0,31,98,6,1,0,5.99146509170532,0
1504,1,1,16,33,13,12,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,641,0,37,119,6,0,11,6.46302890777588,121
1506,1,1,12,32,,8,358351,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,620,0,33,87,1,0,14,6.42971897125244,196
1508,1,1,17,30,12,11,538123,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,481,0,49,121,4,1,7,6.17586708068848,49
1510,1,1,16,33,8,8,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1058,0,41,,6,1,11,6.96413612365723,121
